domain,page_url,found_type,value,anchor_text,context_snippet,relevance_score,status_code,note,detected_language,language_confidence
leparisien.fr,https://www.leparisien.fr:443/,email,nberrod@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,prougerie@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,ldescamps@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,mcampistron@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,bmetayer@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,pconradsson@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,vmongaillard@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,lparny@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,dlicata@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,ariou@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,etorgemen@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,njacquard@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,ebureau@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,fmouchon@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,bderveaux@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,obureau@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,cballe@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,bquarez@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,cpiquet@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,rfolgoas@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,cbrigaudeau@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,email,bdaragon@leparisien.fr,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,link,https://www.leparisien.fr:443/contact/,Contacter la rédaction,chères publiques Services Cours d'anglais Nos applications Comparateurs Jeux Concours Billetterie Annonces immobilières Contacter la rédaction Accessibilité Nouveau En ce moment Défiler les accès rapides vers la gauche Budget 2026 Crans-Montana Donald Trump Guer,60,200,keyword_link,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,link,https://www.leparisien.fr/high-tech/dans-le-telephone-de-samuel-etienne-mon-contact-le-plus-celebre-quelquun-de-disparu-22-01-2026-REKLHAAPB5AN3B6DHNYQ4TNL6E.php,Samuel Étienne : « Mon contact le plus célèbre ? Quelqu’un de disparu »,"la haine avec Rachida Dati Série · Épisode 5 La maire « anti-voiture » qui a mis les Parisiens au vélo Nos témoignages Samuel Étienne : « Mon contact le plus célèbre ? Quelqu’un de disparu » Dans le téléphone Yohann, prosopagnosique : « Je n’arrive pas à reconnaître les visages, même celui de mon enfant » Dan",60,200,keyword_link,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/,link,https://www.leparisien.fr:443/politique-confidentialite/,Politique de confidentialité,2022 2021 Accessibilité numérique : partiellement conforme © Le Parisien Nous écrire Qui sommes nous ? Nos chartes CGU Politique de confidentialité Gestion des cookies Espace pro Espace presse,60,200,keyword_link,fr,0.5125
leparisien.fr,https://www.leparisien.fr:443/contact/,email,cfc@4x.png,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr/high-tech/dans-le-telephone-de-samuel-etienne-mon-contact-le-plus-celebre-quelquun-de-disparu-22-01-2026-REKLHAAPB5AN3B6DHNYQ4TNL6E.php,email,dds+c21natio@f4-group.com,,,60,200,text_email,fr,0.5125
leparisien.fr,https://www.leparisien.fr/high-tech/dans-le-telephone-de-samuel-etienne-mon-contact-le-plus-celebre-quelquun-de-disparu-22-01-2026-REKLHAAPB5AN3B6DHNYQ4TNL6E.php,link,https://www.leparisien.fr/contact/,Contacter la rédaction,"chères publiques Services Cours d'anglais Nos applications Comparateurs Jeux Concours Billetterie Annonces immobilières Contacter la rédaction Accessibilité Nouveau Interview Interview Futurs , High-tech Dans le téléphone de Samuel Étienne : « Mon contact le plu",60,200,keyword_link,fr,0.5125
leparisien.fr,https://www.leparisien.fr/high-tech/dans-le-telephone-de-samuel-etienne-mon-contact-le-plus-celebre-quelquun-de-disparu-22-01-2026-REKLHAAPB5AN3B6DHNYQ4TNL6E.php,link,https://www.leparisien.fr/politique-confidentialite/,Politique de confidentialité,2016 Parcoursup 2026 Codes de réduction Résultats élections © Le Parisien Nous écrire Qui sommes nous ? Nos chartes CGU Politique de confidentialité Gestion des cookies Espace pro Espace presse Accessibilité numérique : partiellement conforme,60,200,keyword_link,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,contact@lequipe.fr,,dias guide d'achat Nous contacter Tous les contacts utiles ma liste L'Équipe.fr Écrivez à la rédaction de l'Équipe.fr : contact@lequipe.fr Pour toutes les questions concernant le site L'Équipe.fr : contact@lequipe.fr Pour contacter les abonnements numériques,100,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Econtact@lequipe.fr,,,100,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/,link,https://www.lequipe.fr/Page/Politique-de-confidentialite/1183897,politique de confidentialité,quipe la boutique des Unes et Photos espace licenciés L'Équipe Fondaction L'Équipe autres informations mentions légales politique de confidentialité conditions générales d'utilisation conditions générales de vente jeux concours la chaine L'Équipe environnement paramét,60,200,keyword_link,fr,0.5125
lequipe.fr,https://www.lequipe.fr/,link,https://www.lequipe.fr/mon-compte/faq,aide et contact,L'Équipe environnement paramétrer mon consentement organigramme L'Équipe Amaury groupe ASO Amaury média offres d'emploi aide et contact nous contacter L'ÉQUIPE publicité L'ÉQUIPE publicité Open d'Australie Euro hand mes actus football rugby tennis cyclism,60,200,keyword_link,fr,0.5125
lequipe.fr,https://www.lequipe.fr/,link,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,nous contacter,nement paramétrer mon consentement organigramme L'Équipe Amaury groupe ASO Amaury média offres d'emploi aide et contact nous contacter L'ÉQUIPE publicité L'ÉQUIPE publicité Open d'Australie Euro hand mes actus football rugby tennis cyclisme basket auto-m,60,200,keyword_link,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,abonumerique@lequipe.fr,,ur toutes les questions concernant le site L'Équipe.fr : contact@lequipe.fr Pour contacter les abonnements numériques : abonumerique@lequipe.fr Pour contacter notre régie publicitaire : commerciauxdigital@amaurymedia.fr La chaine L'Équipe Écrivez à la rédaction d,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,commerciauxdigital@amaurymedia.fr,,equipe.fr Pour contacter les abonnements numériques : abonumerique@lequipe.fr Pour contacter notre régie publicitaire : commerciauxdigital@amaurymedia.fr La chaine L'Équipe Écrivez à la rédaction de la chaine L'Équipe : contact@lequipe.fr Pour contacter notre régie publici,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,commerciauxequipetv@amaurymedia.fr,,ne L'Équipe Écrivez à la rédaction de la chaine L'Équipe : contact@lequipe.fr Pour contacter notre régie publicitaire : commerciauxequipetv@amaurymedia.fr L'Équipe Écrivez à la rédaction de l'Équipe : courrierdeslecteurs@lequipe.fr Contactez les abonnements : abonumerique@l,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,courrierdeslecteurs@lequipe.fr,,r contacter notre régie publicitaire : commerciauxequipetv@amaurymedia.fr L'Équipe Écrivez à la rédaction de l'Équipe : courrierdeslecteurs@lequipe.fr Contactez les abonnements : abonumerique@lequipe.fr Pour acheter un ancien numéro (datant de moins de 2 mois) : cliquez,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,editions@lequipe.fr,,merique@lequipe.fr Pour acheter un ancien numéro (datant de moins de 2 mois) : cliquez ici Pour Les Éditions L'Équipe : editions@lequipe.fr Pour contacter notre régie publicitaire : commerciauxequipeprint@amaurymedia.fr Pour des opérations spéciales en média,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,commerciauxequipeprint@amaurymedia.fr,,ins de 2 mois) : cliquez ici Pour Les Éditions L'Équipe : editions@lequipe.fr Pour contacter notre régie publicitaire : commerciauxequipeprint@amaurymedia.fr Pour des opérations spéciales en média et hors média : ops@amaurymedia.fr Le magazine L'Équipe Écrivez à la rédaction d,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,ops@amaurymedia.fr,,notre régie publicitaire : commerciauxequipeprint@amaurymedia.fr Pour des opérations spéciales en média et hors média : ops@amaurymedia.fr Le magazine L'Équipe Écrivez à la rédaction de l'Équipe Magazine : contact@lequipe.fr Pour contacter notre régie public,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Eabonumerique@lequipe.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Ecommerciauxdigital@amaurymedia.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Ecommerciauxequipetv@amaurymedia.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Ecourrierdeslecteurs@lequipe.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Eeditions@lequipe.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Eops@amaurymedia.fr,,,60,200,text_email,fr,0.5125
lequipe.fr,https://www.lequipe.fr/Page/Tous-les-contacts-utiles/1183885,email,u003Ecommerciauxequipeprint@amaurymedia.fr,,,60,200,text_email,fr,0.5125
actu.fr,https://actu.fr/,link,https://actu.fr/contact,Contactez votre rédaction locale,médias de proximité à travers la France. En savoir plus sur le réseau Suivez-nous Facebook Twitter Vous avez une info ? Contactez votre rédaction locale Découvrez l'offre 100% numérique actu.fr avec Actu Je m'abonne Circulation laborieuse sur les routes de Paris et d'Île-,60,200,keyword_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/privacy-policy/,email,privacy@livesport.eu,,"ière dont nous gérons ces données. Si vous avez des questions ou souhaitez exercer vos droits, veuillez nous écrire à : privacy@livesport.eu . SOMMAIRE Nous traitons principalement les données personnelles pour les finalités suivantes : Assurer la fonctionnali",100,200,text_email,fr,0.5125
flashscore.fr,https://www.flashscore.fr/privacy-policy/,mailto,privacy@livesport.eu,privacy@livesport.eu,"ière dont nous gérons ces données. Si vous avez des questions ou souhaitez exercer vos droits, veuillez nous écrire à : privacy@livesport.eu . SOMMAIRE Nous traitons principalement les données personnelles pour les finalités suivantes : Assurer la fonctionnali",100,200,mailto_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/privacy-policy/,email,dpo@livesport.eu,,"Officer) qui peut être contacté pour tout sujet relatif au traitement de vos données personnelles, à l’adresse e-mail : dpo@livesport.eu . VOS DROITS RELATIFS AU TRAITEMENT ET COMMENT LES EXERCER Nous reconnaissons que vous disposez de divers droits en lie",80,200,text_email,fr,0.5125
flashscore.fr,https://www.flashscore.fr/privacy-policy/,mailto,dpo@livesport.eu,dpo@livesport.eu,"Officer) qui peut être contacté pour tout sujet relatif au traitement de vos données personnelles, à l’adresse e-mail : dpo@livesport.eu . VOS DROITS RELATIFS AU TRAITEMENT ET COMMENT LES EXERCER Nous reconnaissons que vous disposez de divers droits en lie",80,200,mailto_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/,link,https://www.flashscore.fr/privacy-policy/,Politique de confidentialité,- Fribourg Lyon - PAOK Ludogorets - Nice Paris FC - Marseille Elche - Barcelone Flashscore.fr Conditions d'utilisation Politique de confidentialité RGPD et journalisme Impressum Publicité Contact Mobile Livescore Sites recommandés FAQ Audio Bonus de paris sportifs Su,60,200,keyword_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/,link,https://www.flashscore.fr/gdpr/,RGPD et journalisme,orets - Nice Paris FC - Marseille Elche - Barcelone Flashscore.fr Conditions d'utilisation Politique de confidentialité RGPD et journalisme Impressum Publicité Contact Mobile Livescore Sites recommandés FAQ Audio Bonus de paris sportifs Suivez nous Facebook X,60,200,keyword_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/,link,https://www.flashscore.fr/impressum/,Impressum,C - Marseille Elche - Barcelone Flashscore.fr Conditions d'utilisation Politique de confidentialité RGPD et journalisme Impressum Publicité Contact Mobile Livescore Sites recommandés FAQ Audio Bonus de paris sportifs Suivez nous Facebook X Instagram,60,200,keyword_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/,link,https://www.flashscore.fr/contact/,Contact,- Barcelone Flashscore.fr Conditions d'utilisation Politique de confidentialité RGPD et journalisme Impressum Publicité Contact Mobile Livescore Sites recommandés FAQ Audio Bonus de paris sportifs Suivez nous Facebook X Instagram TikTok Applicatio,60,200,keyword_link,fr,0.5125
flashscore.fr,https://www.flashscore.fr/impressum/,email,info@livesport.eu,,"VAT number: CZ27433722 100% owned by Livesport Group a.s., UBO: Martin Hájek, Jiří Mareš Tel.: +420 255 702 420 Email: info@livesport.eu Le montant annuel total des recettes publicitaires reçues des autorités ou organismes publics de Tchéquie est de : 0 CZ",60,200,text_email,fr,0.5125
flashscore.fr,https://www.flashscore.fr/contact/,email,support@flashscore.fr,,,60,200,text_email,fr,0.5125
flashscore.fr,https://www.flashscore.fr/contact/,email,nom@domaine.com,,,60,200,text_email,fr,0.5125
flashscore.fr,https://www.flashscore.fr/contact/,jsonld_email,support@flashscore.fr,,,60,200,jsonld,fr,0.5125
doctissimo.fr,https://www.doctissimo.fr/,link,https://www.reworldmedia.com/mentions-legales/politique-des-donnees-a-caractere-personnel-et-cookies?utm_source=doctissimo.fr,Politique de confidentialité,groupe : Reworld Media Le site Qui sommes-nous ? Comité d'experts de Doctissimo CGV Charte éditoriale Mentions légales Politique de confidentialité Préférences cookies Accessibilité : non conforme,60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/,email,logo-amis-blanc-web@3x.png,,,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/,email,logo-amis-blanc-web@2x.png,,,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/,email,Logo_Pierre_Bernard@3x.jpg,,,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/,email,Logo_Pierre_Bernard@2x.jpg,,,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/,link,https://www.louvre.fr/contacts,Contacts,Actes administratifs Nos sites Billetterie Boutique en ligne Collections Corpus Don en ligne Presse Nous contacter FAQ Contacts Donnez-nous votre avis ! Offres d’emploi - concours Privatisations et tournages Suivez-nous Devenez Amis Retrouvez tous,60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,education@louvre.fr,,"et bénévoles de l’éducation, du champ social, de la santé et du handicap Pour les groupes scolaires et périscolaires : education@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louv",60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,champsocial@louvre.fr,,du handicap Pour les groupes scolaires et périscolaires : education@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Reche,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,sante@louvre.fr,,@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,accessibilite@louvre.fr,,publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles d,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,photo@rmn.fr,,dicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles du musée : copistes@louvre.fr R echerche scientifique concernant une œuvre du musée,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,copistes@louvre.fr,,et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles du musée : copistes@louvre.fr R echerche scientifique concernant une œuvre du musée : contacter le Centre d’étude et de documentation du département,60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,Prets@louvre.fr,,"entaire de l’œuvre, d’après le catalogue des collections ) Demande d’information relative à un prêt d’œuvres du musée : Prets@louvre.fr Expertise d’une œuvre d’art en mains privées : veuillez-vous adresser aux cabinets d’experts compétents. Le personnel s",60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,evenements@louvre.fr,,"rganiser une visite guidée avec une dégustation ou un cocktail pour une entreprise ou un CE, contactez-nous à l’adresse evenements@louvre.fr Recrutement Recrutement Consultez les offres d'emploi dans notre espace dédié ou sur notre compte Linkedin . Pour prése",60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,candidatures@louvre.fr,,"un stage ou de manière spontanée, nous vous invitons à transmettre votre CV et votre lettre de motivation par e-mail à candidatures@louvre.fr . Données personnelles Données personnelles Pour toute précision nécessaire sur la politique de protection des données",60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,email,donneespersonnelles@louvre.fr,,"ion nécessaire sur la politique de protection des données personnelles du musée du Louvre, contactez-nous à l'adresse : donneespersonnelles@louvre.fr Restons en contact Recevez des nouvelles du Louvre selon vos goûts ! Inscrivez-vous À propos L'établissement public Le",60,200,text_email,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,education@louvre.fr,education@louvre.fr,"et bénévoles de l’éducation, du champ social, de la santé et du handicap Pour les groupes scolaires et périscolaires : education@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louv",60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,champsocial@louvre.fr,champsocial@louvre.fr,du handicap Pour les groupes scolaires et périscolaires : education@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Reche,60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,sante@louvre.fr,sante@louvre.fr,@louvre.fr Pour les publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et,60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,accessibilite@louvre.fr,accessibilite@louvre.fr,publics issus du champ social : champsocial@louvre.fr Pour les publics de la sante et du handicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles d,60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,photo@rmn.fr,photo@rmn.fr,dicap : sante@louvre.fr et accessibilite@louvre.fr Recherche et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles du musée : copistes@louvre.fr R echerche scientifique concernant une œuvre du musée,60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,copistes@louvre.fr,copistes@louvre.fr,et collections Recherche et collections Images et droits : photo@rmn.fr Peindre et dessiner dans les salles du musée : copistes@louvre.fr R echerche scientifique concernant une œuvre du musée : contacter le Centre d’étude et de documentation du département,60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,Prets@louvre.fr,Prets@louvre.fr,"entaire de l’œuvre, d’après le catalogue des collections ) Demande d’information relative à un prêt d’œuvres du musée : Prets@louvre.fr Expertise d’une œuvre d’art en mains privées : veuillez-vous adresser aux cabinets d’experts compétents. Le personnel s",60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,evenements@louvre.fr,evenements@louvre.fr,"rganiser une visite guidée avec une dégustation ou un cocktail pour une entreprise ou un CE, contactez-nous à l’adresse evenements@louvre.fr Recrutement Recrutement Consultez les offres d'emploi dans notre espace dédié ou sur notre compte Linkedin . Pour prése",60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,candidatures@louvre.fr,candidatures@louvre.fr,"un stage ou de manière spontanée, nous vous invitons à transmettre votre CV et votre lettre de motivation par e-mail à candidatures@louvre.fr . Données personnelles Données personnelles Pour toute précision nécessaire sur la politique de protection des données",60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,mailto,donneespersonnelles@louvre.fr,donneespersonnelles@louvre.fr,"ion nécessaire sur la politique de protection des données personnelles du musée du Louvre, contactez-nous à l'adresse : donneespersonnelles@louvre.fr Restons en contact Recevez des nouvelles du Louvre selon vos goûts ! Inscrivez-vous À propos L'établissement public Le",60,200,mailto_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://www.louvre.fr/en/contact-us,English,et conservation Se former et transmettre E-boutique Soutenir le Louvre Lettre d'information Rechercher Français Langues English Français Español 中文 Louvre - Retour à l'accueil E-Boutique Billetterie Visiter Expositions et événements Découvrir Voir,60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://www.louvre.fr/es/contacta-con-nosotros,Español,e former et transmettre E-boutique Soutenir le Louvre Lettre d'information Rechercher Français Langues English Français Español 中文 Louvre - Retour à l'accueil E-Boutique Billetterie Visiter Expositions et événements Découvrir Voir plus previous na,60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr,notre centre d’aide,Retour à l'accueil See all breadcrumbs Contacts Contacts Trouvez votre interlocuteur Contacts N’hésitez pas à consulter notre centre d’aide : vous y trouverez les réponses aux questions les plus fréquentes. Informations générales Informations générales Vous a,60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=11040430305949,formulaire de contact,"énérales Vous avez une question, une demande d'information, ou un commentaire ? Contactez le service de l'accueil : Par formulaire de contact Par téléphone : +33 (0)1 40 20 53 17 aux horaires d'ouverture du musée Billetterie en ligne Billetterie en ligne Pour t",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=11063150394269,formulaire de contact,"énérales Vous avez une question, une demande d'information, ou un commentaire ? Contactez le service de l'accueil : Par formulaire de contact Par téléphone : +33 (0)1 40 20 53 17 aux horaires d'ouverture du musée Billetterie en ligne Billetterie en ligne Pour t",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=11063166101661,formulaire de contact,"énérales Vous avez une question, une demande d'information, ou un commentaire ? Contactez le service de l'accueil : Par formulaire de contact Par téléphone : +33 (0)1 40 20 53 17 aux horaires d'ouverture du musée Billetterie en ligne Billetterie en ligne Pour t",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=12615906861469,Formulaire de contact,"énérales Vous avez une question, une demande d'information, ou un commentaire ? Contactez le service de l'accueil : Par formulaire de contact Par téléphone : +33 (0)1 40 20 53 17 aux horaires d'ouverture du musée Billetterie en ligne Billetterie en ligne Pour t",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=13485005522205,formulaire en ligne,"jours fériés, de 9h à 12h30 et de 13h30 à 16h) Par Formulaire de contact Réservation : Nous vous invitons à remplir le formulaire en ligne . Visites guidées en groupe avec un guide-conférencier du Louvre Visites guidées en groupe avec un guide-conférencier d",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://contact.louvre.fr/hc/fr/requests/new?ticket_form_id=10897297393693,formulaire de contact,"énérales Vous avez une question, une demande d'information, ou un commentaire ? Contactez le service de l'accueil : Par formulaire de contact Par téléphone : +33 (0)1 40 20 53 17 aux horaires d'ouverture du musée Billetterie en ligne Billetterie en ligne Pour t",60,200,keyword_link,fr,0.5125
louvre.fr,https://www.louvre.fr/contacts,link,https://www.louvre.fr/politique-de-protection-des-donnees-personnelles,politique de protection des données personnelles,"par e-mail à candidatures@louvre.fr . Données personnelles Données personnelles Pour toute précision nécessaire sur la politique de protection des données personnelles du musée du Louvre, contactez-nous à l'adresse : donneespersonnelles@louvre.fr Restons en contact Recevez des nouvelles",60,200,keyword_link,fr,0.5125
journaldesfemmes.fr,https://www.journaldesfemmes.fr/,link,https://www.journaldesfemmes.fr/societe/1331952-contact-journal-des-femmes/,Contact,modèles à imprimer gratuitement Newsletter Astuces de la rédac Voir un exemple Abonnement newsletters Qui sommes-nous ? Contact Publicité Recrutement Données personnelles Paramétrer les cookies Mentions légales Groupe Figaro © 2025 CCM Benchmark,60,200,keyword_link,fr,0.5125
journaldesfemmes.fr,https://www.journaldesfemmes.fr/societe/1331952-contact-journal-des-femmes/,link,https://twitter.com/intent/tweet?text=Contactez+le+Journal+des+Femmes%2C+par+La+r%C3%A9daction : https%3A%2F%2Fwww.journaldesfemmes.fr%2Fsociete%2F1331952-contact-journal-des-femmes%2F via @journalDfemmes,,,60,200,keyword_link,fr,0.5125
journaldesfemmes.fr,https://www.journaldesfemmes.fr/societe/1331952-contact-journal-des-femmes/,link,https://www.facebook.com/sharer.php?u=https://www.journaldesfemmes.fr/societe/1331952-contact-journal-des-femmes/,,,60,200,keyword_link,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,email,badge-appStore@2x.aad1c225.png,,,60,200,text_email,fr,0.5125
letelegramme.fr,https://www.letelegramme.fr/,email,badge-playStore@2x.a6b86ff6.png,,,60,200,text_email,fr,0.5125
